"","ID","Country","CID","startdate","enddate","status","progress","Duration","finished","recordeddate","responseid","distributionchannel","userlanguage","q_recaptchascore","q1","q108","q109","q_example1","q_example_2","example1payoff","series_1_question","series2_question","series3_question","followuplotteries_1","followuplotteries_2","followuplotteries_3","trust","farm_risks_1","farm_risks_2","farm_risks_3","farm_risks_4","farm_risks_5","risk_attitude_1","risk_attitude_2","risk_attitude_3","risk_attitude_4","gender","birth","birth_4_text","hhsize","hhsize_4_text","children","children_4_text","hh_income","wealth","education","q85","q85_8_text","q80","q80_8_text","q86_4","q100","q101_1","q90","q90_4_text","q99","q99_5_text","q92","q92_4_text","q93","q102","share_subsidies_1","q17","Age","NbChildren","EducSup","Trust","FarmSize","LandOwned","IndivOwner","Difficult","ChoiceRandom","ToomanyLot","Sex","IDfarm","pw","DateEnquete"
"808",808,"Poland","Poland9","2021-09-23 18:06:47","2021-09-23 18:17:08",0,100,  00:10:20,1,"2021-09-23 18:17:10","R_247Cw84AaQKVF5o","anonymous","PL",0.899999976158142,1,1,1,3,6,4,8,5,4,2,2,2,4,2,2,2,2,2,5,5,4,5,2,4,1989,4,"4",4,"2",5,NA,4,15,7,NA,NA,100,3,NA,1,"",3,"",1,"",5,NA,39,"",32,2,1,0,0.07,1,1,2,2,2,"Females",NA,NA,NA
"809",809,"Poland","Poland10","2021-09-23 19:35:10","2021-09-23 20:01:56",0,100,  00:26:45,1,"2021-09-23 21:05:29","R_CdWGsBguRUCG6oV","anonymous","PL",1,1,1,1,3,6,4,12,5,2,2,84,1,4,2,1,3,2,2,5,4,5,5,1,4,1984,4,"2",4,"0",1,1,2,15,10,NA,NA,100,3,NA,1,"",4,"",1,"",4,4,51,"",37,0,0,0,0.1,1,1,2,4,1,"Males",NA,NA,NA
"810",810,"Poland","Poland11","2021-09-23 20:29:02","2021-09-23 20:54:34",0,100,  00:25:32,1,"2021-09-23 21:09:32","R_1kRnBp2CfzVPB0u","anonymous","PL",1,1,1,1,3,6,4,0,14,7,3,3,2,4,2,2,3,3,2,4,4,4,4,2,4,1981,4,"5",4,"1",NA,NA,4,15,4,NA,NA,54,3,NA,11,"",4,"",1,"",NA,NA,NA,"",40,1,1,0,0.04,0.54,1,3,3,2,"Females",NA,NA,NA
"811",811,"Poland","Poland12","2021-09-23 20:45:08","2021-09-23 21:20:40",0,100,  00:35:32,1,"2021-09-23 21:55:56","R_1dMk5AY5bMrVvKV","anonymous","PL",0.899999976158142,1,1,4,3,6,4,7,14,4,2,3,3,4,1,1,2,2,2,4,4,4,4,2,4,1988,4,"5",4,"3",NA,1,3,15,6,NA,NA,51,3,NA,1,"",4,"",1,"",5,4,10,"",33,3,0,0,0.06,0.51,1,2,3,3,"Females",NA,NA,NA
"812",812,"Poland","Poland13","2021-09-24 05:26:53","2021-09-24 05:52:34",0,100,  00:25:41,1,"2021-09-24 05:52:35","R_2TSgNZngjqW26Ep","anonymous","PL",1,1,1,1,3,6,NA,7,0,0,3,3,2,4,1,2,3,2,2,5,5,5,5,2,4,1981,4,"2",4,"0",NA,NA,3,15,1.95,NA,NA,100,3,NA,11,"",NA,"",1,"",NA,NA,NA,"",40,0,0,0,0.0195,1,1,3,3,2,"Females",NA,NA,NA
"813",813,"Poland","Poland14","2021-09-24 08:14:42","2021-09-24 08:31:53",0,100,  00:17:10,1,"2021-09-24 08:31:54","R_ZxY0slVGCyKCf17","anonymous","PL",1,1,1,1,3,6,4,0,11,7,3,85,3,4,2,2,2,3,2,6,6,6,6,2,4,1977,4,"5",4,"3",1,1,3,15,60,NA,NA,100,3,NA,1,"",4,"",1,"",NA,4,40,"",44,3,0,0,0.6,1,1,3,5,3,"Females",NA,NA,NA
"814",814,"Poland","Poland15","2021-09-24 11:33:07","2021-09-24 12:05:47",0,100,  00:32:40,1,"2021-09-24 12:05:49","R_1GDq4uRnyJOptan","anonymous","PL",1,1,1,1,3,6,4,0,14,7,2,84,3,4,2,1,1,1,2,6,5,6,6,1,4,1970,4,"2",4,"0",1,2,3,15,8.2,NA,NA,100,3,NA,1,"",4,"",1,"",1,4,40,"",51,0,0,0,0.082,1,1,2,4,3,"Males",NA,NA,NA
"815",815,"Poland","Poland16","2021-09-24 11:43:46","2021-09-24 12:02:45",0,100,  00:18:58,1,"2021-09-24 12:02:46","R_31i2Yd0JFz6V2Bb","anonymous","PL",0.899999976158142,1,1,4,3,6,NA,5,7,3,3,3,3,4,2,2,2,2,2,5,5,4,5,2,NA,NA,NA,"",NA,"",NA,NA,3,15,NA,NA,NA,100,3,NA,11,"",NA,"",1,"",NA,NA,NA,"",NA,NA,0,0,NA,1,1,3,3,3,"Females",NA,NA,NA
"816",816,"Poland","Poland17","2021-09-24 12:01:12","2021-09-24 12:17:09",0,100,  00:15:56,1,"2021-09-24 12:17:10","R_3qmvMGSliyndJ9S","anonymous","PL",0.899999976158142,1,1,1,3,6,4,0,14,4,85,2,85,4,1,1,2,2,2,6,4,4,6,2,4,1986,4,"5",4,"3",NA,NA,4,15,6.27,NA,NA,100,3,NA,1,"",4,"",1,"",5,4,21,"",35,3,1,0,0.0627,1,1,5,2,5,"Females",NA,NA,NA
"817",817,"Poland","Poland18","2021-09-24 12:05:13","2021-10-04 08:43:27",0,100, 236:38:14,1,"2021-10-04 08:43:28","R_xDyxZycM1iUUExj","anonymous","PL",1,1,1,1,3,6,4,4,14,4,84,1,2,4,2,1,1,1,2,1,1,4,4,2,4,1997,4,"3",4,"1",1,1,3,15,4.8,NA,NA,100,3,20,7,"",4,"",1,"",5,4,10,"",24,1,0,0,0.048,1,1,4,1,2,"Females",NA,NA,NA
"818",818,"Poland","Poland19","2021-09-24 13:28:26","2021-09-24 13:54:07",0,100,  00:25:40,1,"2021-09-24 13:54:09","R_3rSTVPQ7pcDtOol","anonymous","PL",0.899999976158142,1,1,1,3,6,4,10,11,5,2,85,84,1,2,2,1,2,2,4,6,5,6,1,4,1972,4,"1",4,"0",1,1,1,15,3,NA,NA,100,3,NA,12,"",4,"",1,"",5,4,51,"",49,0,0,1,0.03,1,1,2,5,4,"Males",NA,NA,NA
"819",819,"Poland","Poland20","2021-09-24 13:33:39","2021-09-24 13:58:06",0,100,  00:24:27,1,"2021-09-24 13:58:07","R_1rkzGKAYQLD7got","anonymous","PL",0.899999976158142,1,1,4,3,6,4,9,11,4,2,1,3,4,2,2,3,2,3,6,6,6,6,1,4,1964,4,"2",4,"0",1,2,4,15,3,NA,NA,100,3,NA,6,"",3,"",1,"",5,4,1,"nie, dziękuję",57,0,1,0,0.03,1,1,2,1,3,"Males",NA,NA,NA
"820",820,"Poland","Poland21","2021-09-24 13:55:51","2021-09-24 14:42:17",0,100,  00:46:26,1,"2021-09-24 14:42:19","R_eJbhsJd4YTyHYzv","anonymous","PL",1,1,5,4,3,6,4,11,14,0,3,1,84,4,1,1,2,1,3,6,4,4,4,2,4,1984,4,"5",4,"0",NA,NA,4,15,10,NA,NA,NA,3,NA,1,"",4,"",2,"",1,NA,NA,"",37,0,1,0,0.1,NA,0,3,1,4,"Females",NA,NA,NA
"821",821,"Poland","Poland22","2021-09-24 17:43:09","2021-09-24 18:16:58",0,100,  00:33:49,1,"2021-09-24 18:16:59","R_5guf9nOXKatHJHr","anonymous","PL",1,1,1,4,3,6,NA,8,0,0,84,3,3,4,1,1,2,2,2,5,5,4,6,2,4,1992,4,"7",4,"2",1,NA,3,15,5,NA,NA,45,3,NA,24,"",NA,"",1,"",5,NA,24,"",29,2,0,0,0.05,0.45,1,4,3,3,"Females",NA,NA,NA
"822",822,"Poland","Poland23","2021-09-24 21:20:09","2021-09-24 21:33:33",0,100,  00:13:23,1,"2021-09-24 21:33:33","R_2pQdIEDYqgVrsni","anonymous","PL",1,1,1,1,3,6,4,3,14,1,3,1,1,4,2,1,1,1,1,4,1,1,6,2,4,1990,4,"7",4,"3",5,2,2,15,8,NA,NA,8,3,8,11,"",4,"",1,"",5,4,8,"",31,3,0,0,0.08,0.08,1,3,1,1,"Females",NA,NA,NA
"823",823,"Poland","Poland24","2021-09-24 21:22:20","2021-09-24 21:58:48",0,100,  00:36:27,1,"2021-09-24 21:58:49","R_2zqqAiDuLSdjO21","anonymous","PL",1,1,1,1,3,6,4,4,0,6,85,84,85,4,2,1,2,2,2,5,5,4,6,2,4,1992,4,"5",4,"2",NA,NA,3,15,9,NA,NA,80,3,NA,1,"",4,"",1,"",5,NA,10,"",29,2,0,0,0.09,0.8,1,5,4,5,"Females",NA,NA,NA
"824",824,"Poland","Poland25","2021-09-24 22:08:55","2021-09-24 22:22:35",0,100,  00:13:39,1,"2021-09-24 22:22:36","R_3NBYxalYt9OHX3W","anonymous","PL",1,1,1,4,3,6,4,12,11,1,3,1,2,4,2,2,2,2,3,5,5,5,6,2,4,1991,4,"7",4,"3",5,NA,3,15,20,NA,NA,50,3,NA,1,"",4,"",1,"",5,4,32,"Dziękuję bardzo",30,3,0,0,0.2,0.5,1,3,1,2,"Females",NA,NA,NA
"825",825,"Poland","Poland26","2021-09-24 22:49:07","2021-09-24 23:09:33",0,100,  00:20:26,1,"2021-09-24 23:09:36","R_3FOPviTPrxzGb9H","anonymous","PL",0.899999976158142,1,1,4,3,6,4,7,10,7,1,2,84,4,2,1,3,2,3,6,5,6,6,2,4,1992,4,"5",4,"2",1,9,3,15,27,NA,NA,71,3,NA,12,"",4,"",1,"",5,4,17,"",29,2,0,0,0.27,0.71,1,1,2,4,"Females",NA,NA,NA
"826",826,"Poland","Poland27","2021-09-25 00:50:13","2021-09-25 01:18:09",0,100,  00:27:56,1,"2021-09-25 01:18:11","R_22AmdzdG8ubSzwY","anonymous","PL",1,1,1,4,3,6,NA,8,12,6,2,84,84,4,1,1,1,3,2,5,6,6,5,2,4,1986,4,"6",4,"2",1,1,3,15,35,NA,NA,10,3,NA,14,"",4,"",2,"",5,4,10,"",35,2,0,0,0.35,0.1,0,2,4,4,"Females",NA,NA,NA
"827",827,"Poland","Poland28","2021-09-25 07:59:12","2021-09-25 08:06:44",0,100,  00:07:31,1,"2021-09-25 08:06:45","R_2f3W0Noy1wDjtYe","anonymous","PL",1,1,1,4,3,6,4,2,10,2,3,2,3,4,1,1,1,2,2,7,7,7,7,2,4,1991,4,"7",4,"3",5,3,3,15,20,NA,NA,60,3,NA,1,"",4,"",1,"",5,13,40,"Dziękuję bardzo",30,3,0,0,0.2,0.6,1,3,2,3,"Females",NA,NA,NA
"828",828,"Poland","Poland29","2021-09-25 09:24:06","2021-09-25 09:43:21",0,100,  00:19:14,1,"2021-09-25 09:43:23","R_2w1c0mRFA9YGkQ7","anonymous","PL",0.899999976158142,1,1,4,3,6,4,9,13,4,1,1,3,4,2,1,3,3,NA,5,5,5,5,2,4,1969,4,"5",4,"2",NA,NA,1,15,NA,NA,NA,60,3,NA,14,"",4,"",2,"",5,NA,NA,"",52,2,0,0,NA,0.6,0,1,1,3,"Females",NA,NA,NA
"829",829,"Poland","Poland30","2021-09-25 10:23:12","2021-09-25 10:45:10",0,100,  00:21:57,1,"2021-09-25 10:45:10","R_3k4FL3ttjVrCgzz","anonymous","PL",1,1,1,1,3,6,4,3,14,2,1,2,1,4,3,3,2,2,3,4,4,4,4,2,4,1979,4,"3",4,"0",NA,NA,3,15,1.5,NA,NA,100,3,NA,11,"",4,"",1,"",1,NA,NA,"Nie dziękuję",42,0,0,0,0.015,1,1,1,2,1,"Females",NA,NA,NA
"830",830,"Poland","Poland31","2021-09-25 10:36:54","2021-09-25 10:44:55",0,100,  00:08:01,1,"2021-09-25 10:44:55","R_3MRPld2vQeDpPrX","anonymous","PL",1,1,1,1,3,6,4,7,6,3,2,1,2,4,3,2,2,2,2,4,4,5,4,2,4,1982,4,"6",4,"2",5,3,4,15,7,NA,NA,65,3,75,1,"",2,"",1,"",5,4,74,"",39,2,1,0,0.07,0.65,1,2,1,2,"Females",NA,NA,NA
"831",831,"Poland","Poland32","2021-09-25 11:29:27","2021-09-25 11:40:49",0,100,  00:11:22,1,"2021-09-25 11:40:51","R_1IcHaMpBt3jK2EO","anonymous","PL",1,1,1,1,3,6,4,12,0,7,84,3,2,4,3,1,2,2,1,5,6,6,7,2,4,1983,4,"8",4,"4",NA,NA,3,15,70,NA,NA,100,3,NA,1,"",4,"",1,"",5,NA,10,"",38,4,0,0,0.7,1,1,4,3,2,"Females",NA,NA,NA
"832",832,"Poland","Poland33","2021-09-25 21:42:51","2021-09-25 22:15:42",0,100,  00:32:51,1,"2021-09-25 22:15:44","R_1LpOVs5xnWB8XXm","anonymous","PL",1,1,1,4,3,6,4,6,0,0,1,2,1,4,1,1,2,2,1,4,4,4,4,2,4,1984,4,"4",4,"0",1,1,3,15,2,NA,NA,100,3,NA,11,"",4,"",1,"",NA,4,20,"",37,0,0,0,0.02,1,1,1,2,1,"Females",NA,NA,NA
"833",833,"Poland","Poland34","2021-09-27 12:43:08","2021-09-27 13:06:11",0,100,  00:23:02,1,"2021-09-27 13:06:11","R_20hUwahStHbbL69","anonymous","PL",1,1,1,4,3,6,NA,6,6,2,3,3,84,4,2,1,1,2,2,4,5,4,4,2,4,1967,4,"2",4,"0",1,1,3,15,15.5,NA,NA,100,3,NA,26,"",1,"",1,"",5,4,50,"",54,0,0,0,0.155,1,1,3,3,4,"Females",NA,NA,NA
"834",834,"Poland","Poland35","2021-09-27 13:05:24","2021-09-27 13:31:20",0,100,  00:25:55,1,"2021-09-27 13:31:23","R_STOaSlQ0Yskogpz","anonymous","PL",0.899999976158142,1,1,4,3,6,4,4,0,1,3,84,3,4,1,3,3,4,4,1,5,5,6,2,4,1985,4,"3",4,"1",NA,NA,3,15,4,NA,NA,62,3,NA,5,"",2,"",1,"",5,NA,11,"",36,1,0,0,0.04,0.62,1,3,4,3,"Females",NA,NA,NA
"835",835,"Poland","Poland36","2021-09-27 13:43:44","2021-09-27 14:01:10",0,100,  00:17:25,1,"2021-09-27 14:01:10","R_zUXPrLqyOZsSbT3","anonymous","PL",1,1,1,1,3,6,4,0,6,0,1,1,3,1,3,2,3,3,3,5,7,6,5,1,4,1979,4,"5,86",4,"2",1,NA,4,15,1,NA,NA,90,3,NA,7,"",3,"",1,"",1,4,50,"",42,2,1,1,0.01,0.9,1,1,1,3,"Males",NA,NA,NA
"836",836,"Poland","Poland37","2021-09-27 13:46:01","2021-09-27 14:17:47",0,100,  00:31:46,1,"2021-09-27 14:17:48","R_3dEeEAlIw10JiJp","anonymous","PL",0.899999976158142,1,1,1,3,6,4,2,6,0,1,1,85,4,2,2,4,4,1,5,1,1,1,1,4,1961,4,"2",4,"0",5,2,3,15,12.42,NA,NA,100,3,NA,11,"",4,"",1,"",5,13,30,"",60,0,0,0,0.1242,1,1,1,1,5,"Males",NA,NA,NA
"837",837,"Poland","Poland38","2021-09-27 13:49:06","2021-09-27 14:07:20",0,100,  00:18:14,1,"2021-09-27 14:07:21","R_UzHLLlcY7nnMpGh","anonymous","PL",1,1,1,4,3,6,4,12,6,7,2,1,2,4,1,1,2,1,1,1,4,4,1,2,4,1989,4,"7",4,"2",5,2,4,15,1.5,NA,NA,100,3,20,4,"plantacja malin i truskawek",4,"",1,"",5,13,9,"",32,2,1,0,0.015,1,1,2,1,2,"Females",NA,NA,NA
"838",838,"Poland","Poland39","2021-09-27 13:50:54","2021-09-27 14:33:04",0,100,  00:42:09,1,"2021-09-27 14:33:04","R_2cjVjsLBFKx7CUi","anonymous","PL",1,1,1,4,3,6,NA,5,9,2,84,2,2,1,2,3,3,3,2,6,6,6,6,2,4,1975,4,"4",4,"1",1,1,3,15,1,NA,NA,100,3,20,8,"",4,"",1,"",5,4,5,"",46,1,0,1,0.01,1,1,4,2,2,"Females",NA,NA,NA
"839",839,"Poland","Poland40","2021-09-27 13:52:06","2021-09-27 14:10:07",0,100,  00:18:00,1,"2021-09-27 14:10:08","R_32WmsPvW8evIPhe","anonymous","PL",1,1,1,1,3,6,NA,0,0,0,1,1,1,1,2,1,3,2,2,6,6,4,7,1,4,1987,4,"3",4,"0",1,1,4,15,7,NA,NA,100,3,NA,1,"",4,"",1,"",5,4,80,"",34,0,1,1,0.07,1,1,1,1,1,"Males",NA,NA,NA
"840",840,"Poland","Poland41","2021-09-27 14:13:47","2021-09-27 14:27:20",0,100,  00:13:32,1,"2021-09-27 14:27:21","R_TcL6TtrTOT9eAHT","anonymous","PL",0.899999976158142,1,1,4,3,6,4,4,8,4,1,1,2,4,1,1,2,2,1,6,6,7,7,2,4,1991,4,"5",4,"3",NA,NA,3,15,15,NA,NA,50,3,30,24,"",4,"",1,"",5,NA,NA,"",30,3,0,0,0.15,0.5,1,1,1,2,"Females",NA,NA,NA
"841",841,"Poland","Poland42","2021-09-27 14:28:05","2021-10-04 10:38:21",0,100, 164:10:16,1,"2021-10-04 10:38:23","R_2VKrJdGrx2j74am","anonymous","PL",1,1,1,4,3,6,4,12,14,1,84,1,3,4,1,1,2,2,2,6,7,7,6,2,4,1992,4,"4",4,"2",1,1,3,15,NA,NA,NA,4,3,NA,1,"",4,"",2,"",8,4,3,"",29,2,0,0,NA,0.04,0,4,1,3,"Females",NA,NA,NA
"842",842,"Poland","Poland43","2021-09-27 14:47:14","2021-09-27 15:02:16",0,100,  00:15:01,1,"2021-09-27 15:02:16","R_2v2hZcqzpHSlWi8","anonymous","PL",1,1,1,4,3,6,NA,5,10,2,1,1,1,4,2,3,3,3,1,4,5,4,4,2,4,1981,4,"3",4,"1",NA,NA,4,15,NA,NA,NA,100,3,NA,6,"",4,"",1,"",5,4,NA,"",40,1,1,0,NA,1,1,1,1,1,"Females",NA,NA,NA
"843",843,"Poland","Poland44","2021-09-27 14:50:54","2021-09-27 16:08:23",0,100,  01:17:29,1,"2021-09-27 16:08:24","R_3FVhnep0qBwbYss","anonymous","PL",1,1,1,4,3,6,NA,0,0,2,3,84,3,4,1,2,3,2,2,4,4,5,5,2,4,1984,4,"5",4,"2",NA,NA,4,15,32,NA,NA,98,3,NA,23,"",4,"",1,"",5,NA,NA,"",37,2,1,0,0.32,0.98,1,3,4,3,"Females",NA,NA,NA
"844",844,"Poland","Poland45","2021-09-27 15:01:15","2021-09-27 15:24:06",0,100,  00:22:51,1,"2021-09-27 15:24:08","R_2QizObDFTxnZCrT","anonymous","PL",1,1,1,4,3,6,4,5,0,3,84,2,84,4,1,1,3,2,NA,4,4,4,4,2,4,1962,4,"3",4,"0",1,NA,3,15,3,NA,NA,100,3,NA,11,"",4,"",1,"",5,4,20,"",59,0,0,0,0.03,1,1,4,2,4,"Females",NA,NA,NA
"845",845,"Poland","Poland46","2021-09-27 15:04:29","2021-09-27 15:45:36",0,100,  00:41:07,1,"2021-09-27 15:45:38","R_3iDwPGwp0u92Cfs","anonymous","PL",0.899999976158142,1,1,1,3,6,4,2,11,5,85,85,1,4,4,4,4,4,4,4,4,4,4,2,4,1990,4,"4",4,"0",1,1,2,15,13,NA,NA,45,3,NA,26,"",4,"",1,"",1,4,30,"",31,0,0,0,0.13,0.45,1,5,5,1,"Females",NA,NA,NA
"846",846,"Poland","Poland47","2021-09-27 15:22:24","2021-09-27 15:38:33",0,100,  00:16:08,1,"2021-09-27 15:38:34","R_1ItJFauIHUg3idl","anonymous","PL",1,1,1,4,3,6,4,5,5,4,2,2,2,4,2,1,1,2,1,4,6,7,6,2,4,1980,4,"2",4,"0",1,9,3,15,24,NA,NA,98,3,NA,14,"",2,"",1,"",1,4,52,"",41,0,0,0,0.24,0.98,1,2,2,2,"Females",NA,NA,NA
"847",847,"Poland","Poland48","2021-09-27 17:02:43","2021-09-27 17:15:24",0,100,  00:12:40,1,"2021-09-27 17:15:26","R_PHd6f52eAYzqc9P","anonymous","PL",1,1,1,1,3,6,NA,4,14,1,2,2,84,4,2,3,2,3,3,4,4,5,5,1,4,1956,4,"2",4,"0",1,2,3,15,11,NA,NA,100,3,NA,12,"",4,"",1,"",NA,13,15,"",65,0,0,0,0.11,1,1,2,2,4,"Males",NA,NA,NA
"848",848,"Poland","Poland49","2021-09-27 17:18:38","2021-09-27 17:34:28",0,100,  00:15:50,1,"2021-09-27 17:34:28","R_1mgz908sMSKF0I5","anonymous","PL",0.899999976158142,1,1,1,3,6,NA,1,4,1,2,2,3,NA,2,2,2,3,3,5,4,4,5,1,4,1957,4,"2",4,"0",1,2,3,15,8.5,NA,NA,100,3,NA,1,"",4,"",1,"",5,4,25,"",64,0,0,NA,0.085,1,1,2,2,3,"Males",NA,NA,NA
"849",849,"Poland","Poland50","2021-09-27 17:41:49","2021-09-27 17:56:03",0,100,  00:14:13,1,"2021-09-27 17:56:03","R_129J9MB0cmAFey3","anonymous","PL",1,1,1,1,3,6,NA,7,4,4,3,3,3,4,3,2,4,3,2,5,5,6,6,1,4,1978,4,"3",4,"1",1,2,3,15,15,NA,NA,69,3,NA,1,"",4,"",1,"",5,13,40,"",43,1,0,0,0.15,0.69,1,3,3,3,"Males",NA,NA,NA
"850",850,"Poland","Poland51","2021-09-27 18:25:48","2021-09-27 18:47:39",0,100,  00:21:51,1,"2021-09-27 18:47:39","R_30nIAy9Gr0mkRFX","anonymous","PL",1,1,5,4,3,6,4,7,7,4,2,2,3,4,1,2,1,2,2,5,5,5,5,2,4,1982,4,"4",4,"1",NA,NA,2,15,NA,NA,NA,NA,3,NA,14,"",NA,"",NA,"",NA,NA,NA,"",39,1,0,0,NA,NA,NA,2,2,3,"Females",NA,NA,NA
"851",851,"Poland","Poland52","2021-09-27 20:28:00","2021-09-27 20:44:46",0,100,  00:16:46,1,"2021-09-27 20:44:47","R_1jIE1i9XuljSmDl","anonymous","PL",1,1,1,1,3,6,NA,6,6,2,1,1,1,4,2,1,1,1,1,4,4,4,4,2,4,1986,4,"4",4,"2",1,1,3,15,5.5,NA,NA,66,3,20,7,"",4,"",1,"",5,4,10,"",35,2,0,0,0.055,0.66,1,1,1,1,"Females",NA,NA,NA
"852",852,"Poland","Poland53","2021-09-27 21:01:19","2021-09-27 21:39:20",0,100,  00:38:00,1,"2021-09-27 21:39:20","R_2xRFABQ1xKMvEF8","anonymous","PL",0.899999976158142,1,1,4,3,6,4,5,5,1,2,1,84,4,1,2,3,2,3,5,4,4,4,1,4,1998,4,"3",NA,"",1,2,3,15,30,NA,NA,93,3,NA,1,"",4,"",1,"",NA,4,40,"",23,NA,0,0,0.3,0.93,1,2,1,4,"Males",NA,NA,NA
"853",853,"Poland","Poland54","2021-09-27 21:16:43","2021-09-27 21:42:54",0,100,  00:26:10,1,"2021-09-27 21:42:54","R_3CIQDTLYu44L3I1","anonymous","PL",0.899999976158142,1,1,4,3,6,4,3,3,0,2,2,3,4,1,2,1,3,3,4,4,1,5,2,4,1969,4,"3",4,"1",1,1,2,15,2,NA,NA,100,3,NA,11,"",4,"",1,"",5,4,8,"",52,1,0,0,0.02,1,1,2,2,3,"Females",NA,NA,NA
"854",854,"Poland","Poland55","2021-09-27 21:43:49","2021-09-27 22:02:43",0,100,  00:18:53,1,"2021-09-27 22:02:45","R_ClC5l0FUYaEPnH3","anonymous","PL",0.899999976158142,1,4,4,3,6,4,5,10,7,84,2,84,4,1,1,2,1,2,1,4,5,1,2,4,1982,4,"4",4,"2",1,1,4,15,3,NA,NA,1,3,NA,1,"",4,"",1,"",5,4,8,"Ciekawa ankieta",39,2,1,0,0.03,0.01,1,4,2,4,"Females",NA,NA,NA
"855",855,"Poland","Poland56","2021-09-27 21:48:25","2021-09-27 22:21:36",0,100,  00:33:10,1,"2021-09-27 22:21:38","R_yZUxlTmXLcQefUl","anonymous","PL",1,1,1,4,3,6,4,5,14,2,2,2,84,4,3,2,2,2,2,6,6,6,6,2,4,1994,4,"5",4,"1",1,1,2,15,5,NA,NA,100,3,NA,13,"",3,"",2,"",5,4,72,"Nie mam opini
",27,1,0,0,0.05,1,0,2,2,4,"Females",NA,NA,NA
"856",856,"Poland","Poland57","2021-09-27 23:15:24","2021-09-27 23:28:58",0,100,  00:13:33,1,"2021-09-27 23:28:59","R_3EX8RRtOLGg0DWQ","anonymous","PL",1,1,1,1,3,6,4,0,4,7,2,3,85,4,2,2,2,2,2,6,6,7,6,2,4,1959,4,"4",4,"0",1,1,2,15,3.6,NA,NA,100,3,10,5,"",3,"",1,"",5,4,20,"",62,0,0,0,0.036,1,1,2,3,5,"Females",NA,NA,NA
"857",857,"Poland","Poland58","2021-09-27 23:41:03","2021-09-28 00:09:16",0,100,  00:28:12,1,"2021-09-28 00:09:18","R_1QnNGuYprFG2Rs8","anonymous","PL",0.899999976158142,1,1,1,3,6,4,5,14,7,2,84,2,4,2,2,2,1,2,5,5,5,5,2,4,1972,4,"6",4,"0",1,3,3,15,2.5,NA,NA,100,3,NA,5,"",4,"",1,"",7,NA,0,"",49,0,0,0,0.025,1,1,2,4,2,"Females",NA,NA,NA
"858",858,"Poland","Poland59","2021-09-28 05:35:22","2021-09-28 05:52:41",0,100,  00:17:18,1,"2021-09-28 05:52:42","R_2tb2ZrjECejkc7X","anonymous","PL",1,1,1,4,3,6,4,6,6,4,2,1,1,1,2,1,1,2,2,6,6,6,6,2,4,1986,4,"4",4,"2",1,3,3,15,NA,NA,NA,87,3,59,1,"",3,"",2,"",5,4,58,"",35,2,0,1,NA,0.87,0,2,1,1,"Females",NA,NA,NA
"859",859,"Poland","Poland60","2021-09-28 08:45:55","2021-09-28 09:07:17",0,100,  00:21:21,1,"2021-09-28 09:07:17","R_1DXO6jG3J0Mq4uV","anonymous","PL",1,1,1,4,3,6,4,11,0,1,3,3,84,4,2,2,1,2,2,5,5,5,5,2,4,1989,4,"3",4,"0",1,1,4,15,4,NA,NA,100,3,NA,10,"",4,"",1,"",1,4,30,"",32,0,1,0,0.04,1,1,3,3,4,"Females",NA,NA,NA
"860",860,"Poland","Poland61","2021-09-28 11:00:21","2021-09-28 11:20:46",0,100,  00:20:25,1,"2021-09-28 11:20:47","R_rjzR6fvTUmSEF7X","anonymous","PL",1,1,5,4,3,6,4,5,11,5,1,85,3,4,2,2,3,2,3,6,6,4,6,2,4,1994,4,"4",4,"2",5,1,3,15,NA,NA,NA,0,3,2,5,"",4,"",1,"",5,4,20,"",27,2,0,0,NA,0,1,1,5,3,"Females",NA,NA,NA
"861",861,"Poland","Poland62","2021-09-28 11:33:14","2021-09-28 11:54:45",0,100,  00:21:30,1,"2021-09-28 11:54:45","R_3M5NZDEZubNZZ5V","anonymous","PL",1,1,4,4,3,6,4,4,9,3,3,84,1,4,1,1,2,1,2,1,1,1,1,2,4,1987,4,"5",4,"3",1,1,4,15,20,NA,NA,5,3,NA,14,"",4,"",1,"",NA,4,41,"",34,3,1,0,0.2,0.05,1,3,4,1,"Females",NA,NA,NA
"862",862,"Poland","Poland63","2021-09-28 14:33:41","2021-09-28 14:54:17",0,100,  00:20:36,1,"2021-09-28 14:54:19","R_7VbbQkCLaaslpSx","anonymous","PL",1,1,5,4,3,6,4,3,11,4,1,2,2,4,2,1,2,2,3,6,6,6,4,2,4,1997,4,"7",4,"2",NA,2,4,15,0,NA,NA,0,3,30,26,"",4,"",1,"",5,NA,5,"",24,2,1,0,0,0,1,1,2,2,"Females",NA,NA,NA
"863",863,"Poland","Poland64","2021-09-28 18:48:46","2021-09-28 19:13:59",0,100,  00:25:13,1,"2021-09-28 19:14:00","R_33DXunm8IYs6b6f","anonymous","PL",1,1,1,4,3,6,NA,4,7,4,2,2,2,4,2,2,2,2,2,4,5,5,5,2,4,1974,4,"6",4,"1",1,1,3,15,4,NA,NA,100,3,NA,11,"",4,"",1,"",5,4,10,"",47,1,0,0,0.04,1,1,2,2,2,"Females",NA,NA,NA
